TYPE,YEAR,LAT,LON,STATE_ADJ,N_USERS,AGE
LY,2017,47.4351917,-82.4610148,MI,22,50.0909090909091
CURRENT YEAR,2017,47.4351917,-82.4610148,MI,22,50.0909090909091
CURRENT YEAR,2021,47.4351917,-82.4610148,MI,495,40.846464646464646
LLLY,2021,47.4351917,-82.4610148,MI,495,40.846464646464646
LY,2021,47.4351917,-82.4610148,MI,495,40.846464646464646
LLY,2021,47.4351917,-82.4610148,MI,495,40.846464646464646
CURRENT YEAR,2023,47.4351917,-82.4610148,MI,422,42.261964735516358
LY,2023,47.4351917,-82.4610148,MI,422,42.261964735516358
LLLY,2020,47.4351917,-82.4610148,MI,406,40.431034482758619
LY,2020,47.4351917,-82.4610148,MI,406,40.431034482758619
CURRENT YEAR,2020,47.4351917,-82.4610148,MI,406,40.431034482758619
LLY,2020,47.4351917,-82.4610148,MI,406,40.431034482758619
CURRENT YEAR,2020,36.6275418,-81.7254167,TN,341,40.099706744868023
LLLY,2020,36.6275418,-81.7254167,TN,341,40.099706744868023
LY,2020,36.6275418,-81.7254167,TN,341,40.099706744868023
LLY,2020,36.6275418,-81.7254167,TN,341,40.099706744868023
LLLY,2017,36.6275418,-81.7254167,TN,9,48.888888888888886
LY,2017,36.6275418,-81.7254167,TN,9,48.888888888888886
CURRENT YEAR,2017,36.6275418,-81.7254167,TN,9,48.888888888888886
LLY,2017,36.6275418,-81.7254167,TN,9,48.888888888888886
LY,2022,36.6275418,-81.7254167,TN,558,40.388888888888921
CURRENT YEAR,2022,36.6275418,-81.7254167,TN,558,40.388888888888921
LLY,2022,36.6275418,-81.7254167,TN,558,40.388888888888921
LLLY,2018,36.6275418,-81.7254167,TN,70,49.8
LY,2018,36.6275418,-81.7254167,TN,70,49.8
LLY,2018,36.6275418,-81.7254167,TN,70,49.8
CURRENT YEAR,2018,36.6275418,-81.7254167,TN,70,49.8
LLY,2019,36.6275418,-81.7254167,TN,167,44.401197604790426
CURRENT YEAR,2019,36.6275418,-81.7254167,TN,167,44.401197604790426
LLLY,2019,36.6275418,-81.7254167,TN,167,44.401197604790426
LY,2019,36.6275418,-81.7254167,TN,167,44.401197604790426
CURRENT YEAR,2023,36.6275418,-81.7254167,TN,330,42.113268608414245
LY,2023,36.6275418,-81.7254167,TN,330,42.113268608414245
LLLY,2021,36.6275418,-81.7254167,TN,433,39.64896073903
LY,2021,36.6275418,-81.7254167,TN,433,39.64896073903
LLY,2021,36.6275418,-81.7254167,TN,433,39.64896073903
CURRENT YEAR,2021,36.6275418,-81.7254167,TN,433,39.64896073903
CURRENT YEAR,2024,36.6275418,-81.7254167,TN,257,41.951219512195124
LLLY,2018,42.0264518,-71.7960665,CT,23,45.0
LY,2018,42.0264518,-71.7960665,CT,23,45.0
LLY,2018,42.0264518,-71.7960665,CT,23,45.0
CURRENT YEAR,2018,42.0264518,-71.7960665,CT,23,45.0
CURRENT YEAR,2021,42.0264518,-71.7960665,CT,223,37.565022421524667
LLY,2021,42.0264518,-71.7960665,CT,223,37.565022421524667
LY,2021,42.0264518,-71.7960665,CT,223,37.565022421524667
LLLY,2021,42.0264518,-71.7960665,CT,223,37.565022421524667
LLY,2019,42.0264518,-71.7960665,CT,66,48.606060606060595
LLLY,2019,42.0264518,-71.7960665,CT,66,48.606060606060595
CURRENT YEAR,2019,42.0264518,-71.7960665,CT,66,48.606060606060595
LY,2019,42.0264518,-71.7960665,CT,66,48.606060606060595
LLLY,2017,42.0264518,-71.7960665,CT,3,74.333333333333329
LLY,2017,42.0264518,-71.7960665,CT,3,74.333333333333329
CURRENT YEAR,2017,42.0264518,-71.7960665,CT,3,74.333333333333329
LY,2017,42.0264518,-71.7960665,CT,3,74.333333333333329
LY,2023,42.0264518,-71.7960665,CT,143,40.423076923076927
CURRENT YEAR,2023,42.0264518,-71.7960665,CT,143,40.423076923076927
LY,2022,42.0264518,-71.7960665,CT,309,39.5954692556634
CURRENT YEAR,2022,42.0264518,-71.7960665,CT,309,39.5954692556634
LLY,2022,42.0264518,-71.7960665,CT,309,39.5954692556634
LLY,2020,42.0264518,-71.7960665,CT,221,38.760180995475153
LY,2020,42.0264518,-71.7960665,CT,221,38.760180995475153
CURRENT YEAR,2020,42.0264518,-71.7960665,CT,221,38.760180995475153
LLLY,2020,42.0264518,-71.7960665,CT,221,38.760180995475153
CURRENT YEAR,2024,42.0264518,-71.7960665,CT,122,40.587719298245617
LLLY,2018,36.9935486,-103.0851892,NM,7,54.0
LLY,2018,36.9935486,-103.0851892,NM,7,54.0
CURRENT YEAR,2018,36.9935486,-103.0851892,NM,7,54.0
LY,2018,36.9935486,-103.0851892,NM,7,54.0
LLLY,2017,36.9935486,-103.0851892,NM,1,71.0
LLY,2017,36.9935486,-103.0851892,NM,1,71.0
LY,2017,36.9935486,-103.0851892,NM,1,71.0
CURRENT YEAR,2017,36.9935486,-103.0851892,NM,1,71.0
CURRENT YEAR,2024,36.9935486,-103.0851892,NM,43,40.341463414634156
LY,2023,36.9935486,-103.0851892,NM,54,39.404255319148938
CURRENT YEAR,2023,36.9935486,-103.0851892,NM,54,39.404255319148938
LLY,2020,36.9935486,-103.0851892,NM,88,38.340909090909115
LY,2020,36.9935486,-103.0851892,NM,88,38.340909090909115
LLLY,2020,36.9935486,-103.0851892,NM,88,38.340909090909115
CURRENT YEAR,2020,36.9935486,-103.0851892,NM,88,38.340909090909115
LY,2022,36.9935486,-103.0851892,NM,134,38.783582089552233
CURRENT YEAR,2022,36.9935486,-103.0851892,NM,134,38.783582089552233
LLY,2022,36.9935486,-103.0851892,NM,134,38.783582089552233
LLLY,2019,36.9935486,-103.0851892,NM,28,42.607142857142847
CURRENT YEAR,2019,36.9935486,-103.0851892,NM,28,42.607142857142847
LLY,2019,36.9935486,-103.0851892,NM,28,42.607142857142847
LY,2019,36.9935486,-103.0851892,NM,28,42.607142857142847
LLY,2021,36.9935486,-103.0851892,NM,97,37.65979381443298
LY,2021,36.9935486,-103.0851892,NM,97,37.65979381443298
LLLY,2021,36.9935486,-103.0851892,NM,97,37.65979381443298
CURRENT YEAR,2021,36.9935486,-103.0851892,NM,97,37.65979381443298
LLLY,2021,40.6077411,-77.7829861,WV,128,41.265625000000007
LY,2021,40.6077411,-77.7829861,WV,128,41.265625000000007
CURRENT YEAR,2021,40.6077411,-77.7829861,WV,128,41.265625000000007
LLY,2021,40.6077411,-77.7829861,WV,128,41.265625000000007
CURRENT YEAR,2024,40.6077411,-77.7829861,WV,85,40.98795180722891
CURRENT YEAR,2017,40.6077411,-77.7829861,WV,5,54.8
LLY,2017,40.6077411,-77.7829861,WV,5,54.8
LLLY,2017,40.6077411,-77.7829861,WV,5,54.8
LY,2017,40.6077411,-77.7829861,WV,5,54.8
LLY,2022,40.6077411,-77.7829861,WV,169,43.378698224852066
LY,2022,40.6077411,-77.7829861,WV,169,43.378698224852066
CURRENT YEAR,2022,40.6077411,-77.7829861,WV,169,43.378698224852066
LY,2023,40.6077411,-77.7829861,WV,99,43.489361702127667
CURRENT YEAR,2023,40.6077411,-77.7829861,WV,99,43.489361702127667
LLLY,2020,40.6077411,-77.7829861,WV,114,39.728070175438575
CURRENT YEAR,2020,40.6077411,-77.7829861,WV,114,39.728070175438575
LLY,2020,40.6077411,-77.7829861,WV,114,39.728070175438575
LY,2020,40.6077411,-77.7829861,WV,114,39.728070175438575
LLY,2019,40.6077411,-77.7829861,WV,50,45.760000000000005
CURRENT YEAR,2019,40.6077411,-77.7829861,WV,50,45.760000000000005
LY,2019,40.6077411,-77.7829861,WV,50,45.760000000000005
LLLY,2019,40.6077411,-77.7829861,WV,50,45.760000000000005
LLY,2018,40.6077411,-77.7829861,WV,24,55.499999999999986
CURRENT YEAR,2018,40.6077411,-77.7829861,WV,24,55.499999999999986
LLLY,2018,40.6077411,-77.7829861,WV,24,55.499999999999986
LY,2018,40.6077411,-77.7829861,WV,24,55.499999999999986
LY,2020,39.9747364,-94.6050845,KS,145,39.234482758620672
LLLY,2020,39.9747364,-94.6050845,KS,145,39.234482758620672
CURRENT YEAR,2020,39.9747364,-94.6050845,KS,145,39.234482758620672
LLY,2020,39.9747364,-94.6050845,KS,145,39.234482758620672
LLLY,2018,39.9747364,-94.6050845,KS,23,48.347826086956516
LY,2018,39.9747364,-94.6050845,KS,23,48.347826086956516
LLY,2018,39.9747364,-94.6050845,KS,23,48.347826086956516
CURRENT YEAR,2018,39.9747364,-94.6050845,KS,23,48.347826086956516
CURRENT YEAR,2024,39.9747364,-94.6050845,KS,76,38.838235294117645
LLY,2017,39.9747364,-94.6050845,KS,12,49.416666666666671
CURRENT YEAR,2017,39.9747364,-94.6050845,KS,12,49.416666666666671
LLLY,2017,39.9747364,-94.6050845,KS,12,49.416666666666671
LY,2017,39.9747364,-94.6050845,KS,12,49.416666666666671
LLY,2021,39.9747364,-94.6050845,KS,142,39.2394366197183
LLLY,2021,39.9747364,-94.6050845,KS,142,39.2394366197183
LY,2021,39.9747364,-94.6050845,KS,142,39.2394366197183
CURRENT YEAR,2021,39.9747364,-94.6050845,KS,142,39.2394366197183
CURRENT YEAR,2023,39.9747364,-94.6050845,KS,105,42.881188118811885
LY,2023,39.9747364,-94.6050845,KS,105,42.881188118811885
LY,2019,39.9747364,-94.6050845,KS,123,44.804878048780488
LLLY,2019,39.9747364,-94.6050845,KS,123,44.804878048780488
CURRENT YEAR,2019,39.9747364,-94.6050845,KS,123,44.804878048780488
LLY,2019,39.9747364,-94.6050845,KS,123,44.804878048780488
LLY,2022,39.9747364,-94.6050845,KS,209,40.674641148325342
CURRENT YEAR,2022,39.9747364,-94.6050845,KS,209,40.674641148325342
LY,2022,39.9747364,-94.6050845,KS,209,40.674641148325342
LLLY,2018,35.1420737,-78.6577902,SC,32,48.03125
LLY,2018,35.1420737,-78.6577902,SC,32,48.03125
CURRENT YEAR,2018,35.1420737,-78.6577902,SC,32,48.03125
LY,2018,35.1420737,-78.6577902,SC,32,48.03125
LLY,2017,35.1420737,-78.6577902,SC,16,56.9375
LY,2017,35.1420737,-78.6577902,SC,16,56.9375
LLLY,2017,35.1420737,-78.6577902,SC,16,56.9375
CURRENT YEAR,2017,35.1420737,-78.6577902,SC,16,56.9375
CURRENT YEAR,2021,35.1420737,-78.6577902,SC,352,42.502840909090871
LLY,2021,35.1420737,-78.6577902,SC,352,42.502840909090871
LY,2021,35.1420737,-78.6577902,SC,352,42.502840909090871
LLLY,2021,35.1420737,-78.6577902,SC,352,42.502840909090871
CURRENT YEAR,2024,35.1420737,-78.6577902,SC,251,43.271604938271587
CURRENT YEAR,2020,35.1420737,-78.6577902,SC,265,41.369811320754728
LLY,2020,35.1420737,-78.6577902,SC,265,41.369811320754728
LLLY,2020,35.1420737,-78.6577902,SC,265,41.369811320754728
LY,2020,35.1420737,-78.6577902,SC,265,41.369811320754728
LLY,2022,35.1420737,-78.6577902,SC,470,40.865957446808522
LY,2022,35.1420737,-78.6577902,SC,470,40.865957446808522
CURRENT YEAR,2022,35.1420737,-78.6577902,SC,470,40.865957446808522
LY,2019,35.1420737,-78.6577902,SC,123,43.528455284552841
CURRENT YEAR,2019,35.1420737,-78.6577902,SC,123,43.528455284552841
LLY,2019,35.1420737,-78.6577902,SC,123,43.528455284552841
LLLY,2019,35.1420737,-78.6577902,SC,123,43.528455284552841
LY,2023,35.1420737,-78.6577902,SC,264,45.024896265560159
CURRENT YEAR,2023,35.1420737,-78.6577902,SC,264,45.024896265560159
LY,2023,47.4537013,-67.0091635,ME,49,44.787234042553195
CURRENT YEAR,2023,47.4537013,-67.0091635,ME,49,44.787234042553195
LLLY,2019,47.4537013,-67.0091635,ME,26,44.038461538461547
LLY,2019,47.4537013,-67.0091635,ME,26,44.038461538461547
LY,2019,47.4537013,-67.0091635,ME,26,44.038461538461547
CURRENT YEAR,2019,47.4537013,-67.0091635,ME,26,44.038461538461547
LLY,2017,47.4537013,-67.0091635,ME,5,46.2
CURRENT YEAR,2017,47.4537013,-67.0091635,ME,5,46.2
LLLY,2017,47.4537013,-67.0091635,ME,5,46.2
LY,2017,47.4537013,-67.0091635,ME,5,46.2
LLY,2020,47.4537013,-67.0091635,ME,61,41.885245901639351
LLLY,2020,47.4537013,-67.0091635,ME,61,41.885245901639351
CURRENT YEAR,2020,47.4537013,-67.0091635,ME,61,41.885245901639351
LY,2020,47.4537013,-67.0091635,ME,61,41.885245901639351
CURRENT YEAR,2022,47.4537013,-67.0091635,ME,85,39.576470588235289
LY,2022,47.4537013,-67.0091635,ME,85,39.576470588235289
LLY,2022,47.4537013,-67.0091635,ME,85,39.576470588235289
CURRENT YEAR,2024,47.4537013,-67.0091635,ME,43,43.902439024390247
LY,2021,47.4537013,-67.0091635,ME,83,41.048192771084352
CURRENT YEAR,2021,47.4537013,-67.0091635,ME,83,41.048192771084352
LLLY,2021,47.4537013,-67.0091635,ME,83,41.048192771084352
LLY,2021,47.4537013,-67.0091635,ME,83,41.048192771084352
LY,2018,47.4537013,-67.0091635,ME,16,41.562499999999993
LLY,2018,47.4537013,-67.0091635,ME,16,41.562499999999993
LLLY,2018,47.4537013,-67.0091635,ME,16,41.562499999999993
CURRENT YEAR,2018,47.4537013,-67.0091635,ME,16,41.562499999999993
LY,2018,34.9762433,-80.8655897,GA,85,49.258823529411757
CURRENT YEAR,2018,34.9762433,-80.8655897,GA,85,49.258823529411757
LLLY,2018,34.9762433,-80.8655897,GA,85,49.258823529411757
LLY,2018,34.9762433,-80.8655897,GA,85,49.258823529411757
CURRENT YEAR,2022,34.9762433,-80.8655897,GA,983,38.795523906408945
LY,2022,34.9762433,-80.8655897,GA,983,38.795523906408945
LLY,2022,34.9762433,-80.8655897,GA,983,38.795523906408945
LLY,2019,34.9762433,-80.8655897,GA,270,45.529629629629596
LLLY,2019,34.9762433,-80.8655897,GA,270,45.529629629629596
CURRENT YEAR,2019,34.9762433,-80.8655897,GA,270,45.529629629629596
LY,2019,34.9762433,-80.8655897,GA,270,45.529629629629596
CURRENT YEAR,2024,34.9762433,-80.8655897,GA,447,42.741258741258761
LLY,2020,34.9762433,-80.8655897,GA,614,39.377850162866466
LLLY,2020,34.9762433,-80.8655897,GA,614,39.377850162866466
LY,2020,34.9762433,-80.8655897,GA,614,39.377850162866466
CURRENT YEAR,2020,34.9762433,-80.8655897,GA,614,39.377850162866466
CURRENT YEAR,2021,34.9762433,-80.8655897,GA,716,40.66340782122905
LLY,2021,34.9762433,-80.8655897,GA,716,40.66340782122905
LY,2021,34.9762433,-80.8655897,GA,716,40.66340782122905
LLLY,2021,34.9762433,-80.8655897,GA,716,40.66340782122905
LY,2023,34.9762433,-80.8655897,GA,577,42.012987012987018
CURRENT YEAR,2023,34.9762433,-80.8655897,GA,577,42.012987012987018
LY,2017,34.9762433,-80.8655897,GA,26,46.961538461538453
LLY,2017,34.9762433,-80.8655897,GA,26,46.961538461538453
CURRENT YEAR,2017,34.9762433,-80.8655897,GA,26,46.961538461538453
LLLY,2017,34.9762433,-80.8655897,GA,26,46.961538461538453
CURRENT YEAR,2018,48.9595747,-96.6075837,ND,7,51.0
LLLY,2018,48.9595747,-96.6075837,ND,7,51.0
LLY,2018,48.9595747,-96.6075837,ND,7,51.0
LY,2018,48.9595747,-96.6075837,ND,7,51.0
LY,2017,48.9595747,-96.6075837,ND,4,57.0
LLLY,2017,48.9595747,-96.6075837,ND,4,57.0
CURRENT YEAR,2017,48.9595747,-96.6075837,ND,4,57.0
LLY,2017,48.9595747,-96.6075837,ND,4,57.0
LLLY,2020,48.9595747,-96.6075837,ND,30,45.266666666666659
LLY,2020,48.9595747,-96.6075837,ND,30,45.266666666666659
LY,2020,48.9595747,-96.6075837,ND,30,45.266666666666659
CURRENT YEAR,2020,48.9595747,-96.6075837,ND,30,45.266666666666659
CURRENT YEAR,2024,48.9595747,-96.6075837,ND,18,39.166666666666671
LY,2019,48.9595747,-96.6075837,ND,13,47.692307692307693
LLY,2019,48.9595747,-96.6075837,ND,13,47.692307692307693
CURRENT YEAR,2019,48.9595747,-96.6075837,ND,13,47.692307692307693
LLLY,2019,48.9595747,-96.6075837,ND,13,47.692307692307693
LLY,2022,48.9595747,-96.6075837,ND,53,39.1132075471698
LY,2022,48.9595747,-96.6075837,ND,53,39.1132075471698
CURRENT YEAR,2022,48.9595747,-96.6075837,ND,53,39.1132075471698
CURRENT YEAR,2023,48.9595747,-96.6075837,ND,26,41.083333333333329
LY,2023,48.9595747,-96.6075837,ND,26,41.083333333333329
CURRENT YEAR,2021,48.9595747,-96.6075837,ND,34,37.147058823529413
LLLY,2021,48.9595747,-96.6075837,ND,34,37.147058823529413
LLY,2021,48.9595747,-96.6075837,ND,34,37.147058823529413
LY,2021,48.9595747,-96.6075837,ND,34,37.147058823529413
LLLY,2017,45.0095872,-71.4879266,VT,2,46.0
LLY,2017,45.0095872,-71.4879266,VT,2,46.0
CURRENT YEAR,2017,45.0095872,-71.4879266,VT,2,46.0
LY,2017,45.0095872,-71.4879266,VT,2,46.0
LLY,2018,45.0095872,-71.4879266,VT,2,49.0
LY,2018,45.0095872,-71.4879266,VT,2,49.0
CURRENT YEAR,2018,45.0095872,-71.4879266,VT,2,49.0
LLLY,2018,45.0095872,-71.4879266,VT,2,49.0
CURRENT YEAR,2023,45.0095872,-71.4879266,VT,16,42.187500000000007
LY,2023,45.0095872,-71.4879266,VT,16,42.187500000000007
LLY,2022,45.0095872,-71.4879266,VT,27,41.777777777777779
CURRENT YEAR,2022,45.0095872,-71.4879266,VT,27,41.777777777777779
LY,2022,45.0095872,-71.4879266,VT,27,41.777777777777779
LLY,2020,45.0095872,-71.4879266,VT,20,42.949999999999996
CURRENT YEAR,2020,45.0095872,-71.4879266,VT,20,42.949999999999996
LLLY,2020,45.0095872,-71.4879266,VT,20,42.949999999999996
LY,2020,45.0095872,-71.4879266,VT,20,42.949999999999996
LY,2021,45.0095872,-71.4879266,VT,17,40.294117647058826
LLLY,2021,45.0095872,-71.4879266,VT,17,40.294117647058826
LLY,2021,45.0095872,-71.4879266,VT,17,40.294117647058826
CURRENT YEAR,2021,45.0095872,-71.4879266,VT,17,40.294117647058826
CURRENT YEAR,2024,45.0095872,-71.4879266,VT,18,47.294117647058826
CURRENT YEAR,2019,45.0095872,-71.4879266,VT,9,37.222222222222221
LY,2019,45.0095872,-71.4879266,VT,9,37.222222222222221
LLLY,2019,45.0095872,-71.4879266,VT,9,37.222222222222221
LLY,2019,45.0095872,-71.4879266,VT,9,37.222222222222221
LLLY,2015,49.337259,-89.737133,MN,1,50.0
CURRENT YEAR,2015,49.337259,-89.737133,MN,1,50.0
LLY,2015,49.337259,-89.737133,MN,1,50.0
LY,2022,49.337259,-89.737133,MN,295,37.027118644067805
LLY,2022,49.337259,-89.737133,MN,295,37.027118644067805
CURRENT YEAR,2022,49.337259,-89.737133,MN,295,37.027118644067805
CURRENT YEAR,2024,49.337259,-89.737133,MN,118,41.131578947368418
LLY,2021,49.337259,-89.737133,MN,232,37.771551724137908
LLLY,2021,49.337259,-89.737133,MN,232,37.771551724137908
LY,2021,49.337259,-89.737133,MN,232,37.771551724137908
CURRENT YEAR,2021,49.337259,-89.737133,MN,232,37.771551724137908
LLY,2018,49.337259,-89.737133,MN,22,48.363636363636374
CURRENT YEAR,2018,49.337259,-89.737133,MN,22,48.363636363636374
LLLY,2018,49.337259,-89.737133,MN,22,48.363636363636374
LY,2018,49.337259,-89.737133,MN,22,48.363636363636374
LY,2023,49.337259,-89.737133,MN,148,40.642335766423372
CURRENT YEAR,2023,49.337259,-89.737133,MN,148,40.642335766423372
LLY,2020,49.337259,-89.737133,MN,206,38.291262135922317
CURRENT YEAR,2020,49.337259,-89.737133,MN,206,38.291262135922317
LY,2020,49.337259,-89.737133,MN,206,38.291262135922317
LLLY,2020,49.337259,-89.737133,MN,206,38.291262135922317
LY,2019,49.337259,-89.737133,MN,92,44.293478260869577
LLLY,2019,49.337259,-89.737133,MN,92,44.293478260869577
CURRENT YEAR,2019,49.337259,-89.737133,MN,92,44.293478260869577
LLY,2019,49.337259,-89.737133,MN,92,44.293478260869577
LY,2017,49.337259,-89.737133,MN,11,52.81818181818182
LLLY,2017,49.337259,-89.737133,MN,11,52.81818181818182
CURRENT YEAR,2017,49.337259,-89.737133,MN,11,52.81818181818182
LLY,2017,49.337259,-89.737133,MN,11,52.81818181818182
CURRENT YEAR,2023,39.7139457,-75.1288798,MD,235,41.536363636363639
LY,2023,39.7139457,-75.1288798,MD,235,41.536363636363639
LLY,2020,39.7139457,-75.1288798,MD,282,38.680851063829792
CURRENT YEAR,2020,39.7139457,-75.1288798,MD,282,38.680851063829792
LY,2020,39.7139457,-75.1288798,MD,282,38.680851063829792
LLLY,2020,39.7139457,-75.1288798,MD,282,38.680851063829792
LLLY,2021,39.7139457,-75.1288798,MD,336,40.098214285714292
LLY,2021,39.7139457,-75.1288798,MD,336,40.098214285714292
CURRENT YEAR,2021,39.7139457,-75.1288798,MD,336,40.098214285714292
LY,2021,39.7139457,-75.1288798,MD,336,40.098214285714292
LLY,2022,39.7139457,-75.1288798,MD,461,38.540130151843833
LY,2022,39.7139457,-75.1288798,MD,461,38.540130151843833
CURRENT YEAR,2022,39.7139457,-75.1288798,MD,461,38.540130151843833
LLY,2018,39.7139457,-75.1288798,MD,35,48.685714285714283
CURRENT YEAR,2018,39.7139457,-75.1288798,MD,35,48.685714285714283
LY,2018,39.7139457,-75.1288798,MD,35,48.685714285714283
LLLY,2018,39.7139457,-75.1288798,MD,35,48.685714285714283
CURRENT YEAR,2019,39.7139457,-75.1288798,MD,96,42.77083333333335
LLY,2019,39.7139457,-75.1288798,MD,96,42.77083333333335
LY,2019,39.7139457,-75.1288798,MD,96,42.77083333333335
LLLY,2019,39.7139457,-75.1288798,MD,96,42.77083333333335
CURRENT YEAR,2024,39.7139457,-75.1288798,MD,182,41.392045454545475
LLLY,2017,39.7139457,-75.1288798,MD,9,46.111111111111114
CURRENT YEAR,2017,39.7139457,-75.1288798,MD,9,46.111111111111114
LLY,2017,39.7139457,-75.1288798,MD,9,46.111111111111114
LY,2017,39.7139457,-75.1288798,MD,9,46.111111111111114
CURRENT YEAR,2017,39.8187798,-75.0581459,DE,4,44.25
LLLY,2017,39.8187798,-75.0581459,DE,4,44.25
LLY,2017,39.8187798,-75.0581459,DE,4,44.25
LY,2017,39.8187798,-75.0581459,DE,4,44.25
LY,2018,39.8187798,-75.0581459,DE,8,51.375
LLY,2018,39.8187798,-75.0581459,DE,8,51.375
LLLY,2018,39.8187798,-75.0581459,DE,8,51.375
CURRENT YEAR,2018,39.8187798,-75.0581459,DE,8,51.375
CURRENT YEAR,2020,39.8187798,-75.0581459,DE,109,41.899082568807337
LLY,2020,39.8187798,-75.0581459,DE,109,41.899082568807337
LY,2020,39.8187798,-75.0581459,DE,109,41.899082568807337
LLLY,2020,39.8187798,-75.0581459,DE,109,41.899082568807337
CURRENT YEAR,2023,39.8187798,-75.0581459,DE,48,41.34782608695653
LY,2023,39.8187798,-75.0581459,DE,48,41.34782608695653
CURRENT YEAR,2022,39.8187798,-75.0581459,DE,155,42.554838709677419
LY,2022,39.8187798,-75.0581459,DE,155,42.554838709677419
LLY,2022,39.8187798,-75.0581459,DE,155,42.554838709677419
LLLY,2019,39.8187798,-75.0581459,DE,30,42.666666666666664
LLY,2019,39.8187798,-75.0581459,DE,30,42.666666666666664
LY,2019,39.8187798,-75.0581459,DE,30,42.666666666666664
CURRENT YEAR,2019,39.8187798,-75.0581459,DE,30,42.666666666666664
CURRENT YEAR,2021,39.8187798,-75.0581459,DE,105,39.99047619047618
LLLY,2021,39.8187798,-75.0581459,DE,105,39.99047619047618
LY,2021,39.8187798,-75.0581459,DE,105,39.99047619047618
LLY,2021,39.8187798,-75.0581459,DE,105,39.99047619047618
CURRENT YEAR,2024,39.8187798,-75.0581459,DE,33,43.999999999999993
LLY,2017,22.1883799,-154.9897352,HI,2,53.0
LLLY,2017,22.1883799,-154.9897352,HI,2,53.0
CURRENT YEAR,2017,22.1883799,-154.9897352,HI,2,53.0
LY,2017,22.1883799,-154.9897352,HI,2,53.0
CURRENT YEAR,2018,22.1883799,-154.9897352,HI,4,37.75
LLY,2018,22.1883799,-154.9897352,HI,4,37.75
LY,2018,22.1883799,-154.9897352,HI,4,37.75
LLLY,2018,22.1883799,-154.9897352,HI,4,37.75
CURRENT YEAR,2023,22.1883799,-154.9897352,HI,34,36.312500000000007
LY,2023,22.1883799,-154.9897352,HI,34,36.312500000000007
LLY,2021,22.1883799,-154.9897352,HI,88,36.784090909090914
LY,2021,22.1883799,-154.9897352,HI,88,36.784090909090914
LLLY,2021,22.1883799,-154.9897352,HI,88,36.784090909090914
CURRENT YEAR,2021,22.1883799,-154.9897352,HI,88,36.784090909090914
LLLY,2019,22.1883799,-154.9897352,HI,17,37.941176470588232
CURRENT YEAR,2019,22.1883799,-154.9897352,HI,17,37.941176470588232
LLY,2019,22.1883799,-154.9897352,HI,17,37.941176470588232
LY,2019,22.1883799,-154.9897352,HI,17,37.941176470588232
CURRENT YEAR,2024,22.1883799,-154.9897352,HI,34,48.758620689655174
CURRENT YEAR,2020,22.1883799,-154.9897352,HI,90,38.60000000000003
LLLY,2020,22.1883799,-154.9897352,HI,90,38.60000000000003
LY,2020,22.1883799,-154.9897352,HI,90,38.60000000000003
LLY,2020,22.1883799,-154.9897352,HI,90,38.60000000000003
CURRENT YEAR,2022,22.1883799,-154.9897352,HI,81,38.740740740740726
LY,2022,22.1883799,-154.9897352,HI,81,38.740740740740726
LLY,2022,22.1883799,-154.9897352,HI,81,38.740740740740726
LLLY,2017,45.1162356,-70.7170709,NH,8,45.375
LLY,2017,45.1162356,-70.7170709,NH,8,45.375
LY,2017,45.1162356,-70.7170709,NH,8,45.375
CURRENT YEAR,2017,45.1162356,-70.7170709,NH,8,45.375
